nombre,precio_actual,precio_original,descuento,valoracion,plataforma,fecha,enlace,precio_actual_num,precio_original_num,descuento_pct,fecha_extraccion,anio,mes,dia,es_simulado
"Ordenador Portátil Ultraligero 15.6"" FHD Core i5-8210Y (hasta 3.6GHz) 24GB RAM 512GB SSD + Ampliable a 1TB WiFi 5 Bluetooth 5.0 HDMI Bisagra 180° Win 11 Pro deal para Estudiantes Teletrabajo y Oficina","380,82€",,,"4,8 de 5 estrellas",Amazon,2026-04-20 00:00,https://www.amazon.es/Ordenador-Ultraligero-Core-Estudiantes-Teletrabajo/dp/B0FQP3G9HW/ref=sr_1_14?dib=eyJ2IjoiMSJ9.by3D93dYU1KLpq8sNlxrmBck2fPFEIisaMdVUQvRoWO7A0H9h3rdp0vxfhbuzBx-5joiV6qfdUL7BNO8_vtApTkivmLd3mt8SmjgeaCm4NFh3M_ScFz60zgBm1e23Jn3f5ltxjNodu4eQ7_-KXP6Y-zuYsWmZAhdjnToRLmuQDCONkxO8z6BUAFgvSYoOZFxZFws4ohb8Rczpzp0wLEKem9mxAK59JR5VG8ZgVkGaG01_HDzVz9eSVYEjJCaS6U7PK0irIdXEdWsrDoWdaUEHfnNd3bZ_-gE5-fT5xSLovY.Yx3_3bBP-_kyhZRblaSFuyvMy8B9rolsrxynSm6l-Ig&dib_tag=se&keywords=portatiles&qid=1776766642&sr=8-14,380.82,,,2026-04-20 00:00:00,2026,4,20,True
"Ordenador Portátil 16 Pulgadas, Core i5-8210Y CPU, Win11 Pro PC Portátil 16GB RAM 512GB SSD, Clavier Rétroéclairé, 1080P FHD Pantalla Laptop, (Mini-HDMI+USB3.0+Type-C+Webcan+WIFI5+5800mah Battery)","372,09€",,,"4,9 de 5 estrellas",Amazon,2026-04-20 00:00,https://www.amazon.es/Ordenador-Port%C3%A1til-Core-R%C3%A9tro%C3%A9clair%C3%A9-Mini-HDMI/dp/B0FXG5G3F7/ref=sr_1_20?dib=eyJ2IjoiMSJ9.by3D93dYU1KLpq8sNlxrmBck2fPFEIisaMdVUQvRoWO7A0H9h3rdp0vxfhbuzBx-5joiV6qfdUL7BNO8_vtApTkivmLd3mt8SmjgeaCm4NFh3M_ScFz60zgBm1e23Jn3f5ltxjNodu4eQ7_-KXP6Y-zuYsWmZAhdjnToRLmuQDCONkxO8z6BUAFgvSYoOZFxZFws4ohb8Rczpzp0wLEKem9mxAK59JR5VG8ZgVkGaG01_HDzVz9eSVYEjJCaS6U7PK0irIdXEdWsrDoWdaUEHfnNd3bZ_-gE5-fT5xSLovY.Yx3_3bBP-_kyhZRblaSFuyvMy8B9rolsrxynSm6l-Ig&dib_tag=se&keywords=portatiles&qid=1776766642&sr=8-20,372.09,,,2026-04-20 00:00:00,2026,4,20,True
"Lenovo IdeaPad Slim 3 Gen 8 – Ordenador Portátil 15.6'' FHD (Intel Core i3-N305, Intel UHD Graphics, 8 GB RAM, 256 GB SSD, Wi-Fi 6, Win 11 Home, Office Trial) Teclado QWERTY Español - Azul Abismo","459,05€","479,00€",-4%,"4,4 de 5 estrellas",Amazon,2026-04-20 00:00,https://www.amazon.es/Lenovo-IdeaPad-Slim-Gen-Ordenador/dp/B0FVYGKQ8Z/ref=sr_1_24?dib=eyJ2IjoiMSJ9.by3D93dYU1KLpq8sNlxrmBck2fPFEIisaMdVUQvRoWO7A0H9h3rdp0vxfhbuzBx-5joiV6qfdUL7BNO8_vtApTkivmLd3mt8SmjgeaCm4NFh3M_ScFz60zgBm1e23Jn3f5ltxjNodu4eQ7_-KXP6Y-zuYsWmZAhdjnToRLmuQDCONkxO8z6BUAFgvSYoOZFxZFws4ohb8Rczpzp0wLEKem9mxAK59JR5VG8ZgVkGaG01_HDzVz9eSVYEjJCaS6U7PK0irIdXEdWsrDoWdaUEHfnNd3bZ_-gE5-fT5xSLovY.Yx3_3bBP-_kyhZRblaSFuyvMy8B9rolsrxynSm6l-Ig&dib_tag=se&keywords=portatiles&qid=1776766642&sr=8-24,459.05,479.0,4.16,2026-04-20 00:00:00,2026,4,20,True
"Ordenador portátil |Portátiles 15,6"" Full HD | PC Ultra Delgado | Procesador 3050e Dual Core | 16 GB RAM | SSD 512 GB Ultra Rápido | Teclado Retroiluminado | Ideal para Oficina/Estudios | Plata","445,33€","1000,00€",-55%,"5,0 de 5 estrellas",Amazon,2026-04-20 00:00,https://www.amazon.es/sspa/click?ie=UTF8&spc=MToxODE3NzMzMDcwMzM4MzE2OjE3NzY3NjY2NDI6c3BfYXRmOjMwMTA0NzgxNDg1NzgzMjo6MDo6&url=%2FOrdenador-port%25C3%25A1til-Port%25C3%25A1tiles-Procesador-Retroiluminado%2Fdp%2FB0GSPV2BG6%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.by3D93dYU1KLpq8sNlxrmBck2fPFEIisaMdVUQvRoWO7A0H9h3rdp0vxfhbuzBx-5joiV6qfdUL7BNO8_vtApTkivmLd3mt8SmjgeaCm4NFh3M_ScFz60zgBm1e23Jn3f5ltxjNodu4eQ7_-KXP6Y-zuYsWmZAhdjnToRLmuQDCONkxO8z6BUAFgvSYoOZFxZFws4ohb8Rczpzp0wLEKem9mxAK59JR5VG8ZgVkGaG01_HDzVz9eSVYEjJCaS6U7PK0irIdXEdWsrDoWdaUEHfnNd3bZ_-gE5-fT5xSLovY.Yx3_3bBP-_kyhZRblaSFuyvMy8B9rolsrxynSm6l-Ig%26dib_tag%3Dse%26keywords%3Dportatiles%26qid%3D1776766642%26sr%3D8-1-spons%26aref%3DTW2epsPcE3%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1&aref=TW2epsPcE3&sp_cr=ZAZ,445.33,1000.0,55.47,2026-04-20 00:00:00,2026,4,20,True
"acer Aspire Go 15 AG15-42P, Ordenador Portátil 15.6"" Full HD (AMD Ryzen 5 5625U, 16 GB RAM, 512 GB SSD, AMD Radeon Graphics, Windows 11 Home), Plata, Teclado QWERTY Español","511,05€","549,00€",-6%,"5,0 de 5 estrellas",Amazon,2026-04-20 00:00,https://www.amazon.es/acer-AG15-42P-Ordenador-Port%C3%A1til-Graphics/dp/B0F454GC8S/ref=sr_1_12?dib=eyJ2IjoiMSJ9.by3D93dYU1KLpq8sNlxrmBck2fPFEIisaMdVUQvRoWO7A0H9h3rdp0vxfhbuzBx-5joiV6qfdUL7BNO8_vtApTkivmLd3mt8SmjgeaCm4NFh3M_ScFz60zgBm1e23Jn3f5ltxjNodu4eQ7_-KXP6Y-zuYsWmZAhdjnToRLmuQDCONkxO8z6BUAFgvSYoOZFxZFws4ohb8Rczpzp0wLEKem9mxAK59JR5VG8ZgVkGaG01_HDzVz9eSVYEjJCaS6U7PK0irIdXEdWsrDoWdaUEHfnNd3bZ_-gE5-fT5xSLovY.Yx3_3bBP-_kyhZRblaSFuyvMy8B9rolsrxynSm6l-Ig&dib_tag=se&keywords=portatiles&qid=1776766642&sr=8-12,511.05,549.0,6.91,2026-04-20 00:00:00,2026,4,20,True
"HP - Ordenador portátil de 15.6"" FHD (AMD Ryzen 5-7520U, 16 GB RAM, 1TB SSD, AMD Radeon Graphics, Sin Sistema operativo) Plata y Azul - Teclado QWERTY Español","453,53€","549,00€",-17%,"3,8 de 5 estrellas",Amazon,2026-04-20 00:00,https://www.amazon.es/HP-Ordenador-port%C3%A1til-Graphics-operativo/dp/B0FCG2VS1T/ref=sr_1_16?dib=eyJ2IjoiMSJ9.by3D93dYU1KLpq8sNlxrmBck2fPFEIisaMdVUQvRoWO7A0H9h3rdp0vxfhbuzBx-5joiV6qfdUL7BNO8_vtApTkivmLd3mt8SmjgeaCm4NFh3M_ScFz60zgBm1e23Jn3f5ltxjNodu4eQ7_-KXP6Y-zuYsWmZAhdjnToRLmuQDCONkxO8z6BUAFgvSYoOZFxZFws4ohb8Rczpzp0wLEKem9mxAK59JR5VG8ZgVkGaG01_HDzVz9eSVYEjJCaS6U7PK0irIdXEdWsrDoWdaUEHfnNd3bZ_-gE5-fT5xSLovY.Yx3_3bBP-_kyhZRblaSFuyvMy8B9rolsrxynSm6l-Ig&dib_tag=se&keywords=portatiles&qid=1776766642&sr=8-16,453.53,549.0,17.39,2026-04-20 00:00:00,2026,4,20,True
"ASUS Vivobook Go 15 E1504FA - Ordenador Portátil 15.6inch Full HD (Windows 11 home, AMD Ryzen 5 7520U, 16GB RAM, 512GB SSD, Radeon 610M) Plata fría - teclado QWERTY Español","544,49€",,,"2,9 de 5 estrellas",Amazon,2026-04-20 00:00,https://www.amazon.es/ASUS-Vivobook-OLED-E1504FA-BQ2451W-Ordenador/dp/B0BSLBCBZF/ref=sr_1_22?dib=eyJ2IjoiMSJ9.by3D93dYU1KLpq8sNlxrmBck2fPFEIisaMdVUQvRoWO7A0H9h3rdp0vxfhbuzBx-5joiV6qfdUL7BNO8_vtApTkivmLd3mt8SmjgeaCm4NFh3M_ScFz60zgBm1e23Jn3f5ltxjNodu4eQ7_-KXP6Y-zuYsWmZAhdjnToRLmuQDCONkxO8z6BUAFgvSYoOZFxZFws4ohb8Rczpzp0wLEKem9mxAK59JR5VG8ZgVkGaG01_HDzVz9eSVYEjJCaS6U7PK0irIdXEdWsrDoWdaUEHfnNd3bZ_-gE5-fT5xSLovY.Yx3_3bBP-_kyhZRblaSFuyvMy8B9rolsrxynSm6l-Ig&dib_tag=se&keywords=portatiles&qid=1776766642&sr=8-22,544.49,,,2026-04-20 00:00:00,2026,4,20,True
"HP 15-fd0376ns- Ordenador portátil de 15.6"" FHD (Intel Core i5-1334U, 16GB RAM, 512GB SSD, Intel Iris Xe Graphics, Windows 11) Plata - Teclado QWERTY Español","572,50€","649,00€",-11%,"4,0 de 5 estrellas",Amazon,2026-04-20 00:00,https://www.amazon.es/HP-15-fd0376ns-Ordenador-port%C3%A1til-i5-1334U/dp/B0FCG2NCWW/ref=sr_1_15?dib=eyJ2IjoiMSJ9.by3D93dYU1KLpq8sNlxrmBck2fPFEIisaMdVUQvRoWO7A0H9h3rdp0vxfhbuzBx-5joiV6qfdUL7BNO8_vtApTkivmLd3mt8SmjgeaCm4NFh3M_ScFz60zgBm1e23Jn3f5ltxjNodu4eQ7_-KXP6Y-zuYsWmZAhdjnToRLmuQDCONkxO8z6BUAFgvSYoOZFxZFws4ohb8Rczpzp0wLEKem9mxAK59JR5VG8ZgVkGaG01_HDzVz9eSVYEjJCaS6U7PK0irIdXEdWsrDoWdaUEHfnNd3bZ_-gE5-fT5xSLovY.Yx3_3bBP-_kyhZRblaSFuyvMy8B9rolsrxynSm6l-Ig&dib_tag=se&keywords=portatiles&qid=1776766642&sr=8-15,572.5,649.0,11.79,2026-04-20 00:00:00,2026,4,20,True
"Lenovo IdeaPad Slim 3 Gen 10 – Ordenador Portátil 15.3"" WUXGA (Intel Core i5-13420H, 16 GB RAM, 512 GB SSD, Gráficos Intel UHD, Wi-Fi 6, Windows 11 Home) Teclado QWERTY Español - Gris Luna","627,96€","679,00€",-7%,"4,7 de 5 estrellas",Amazon,2026-04-20 00:00,https://www.amazon.es/Lenovo-IdeaPad-Slim-Gen-Ordenador/dp/B0GL38BFBK/ref=sr_1_10?dib=eyJ2IjoiMSJ9.by3D93dYU1KLpq8sNlxrmBck2fPFEIisaMdVUQvRoWO7A0H9h3rdp0vxfhbuzBx-5joiV6qfdUL7BNO8_vtApTkivmLd3mt8SmjgeaCm4NFh3M_ScFz60zgBm1e23Jn3f5ltxjNodu4eQ7_-KXP6Y-zuYsWmZAhdjnToRLmuQDCONkxO8z6BUAFgvSYoOZFxZFws4ohb8Rczpzp0wLEKem9mxAK59JR5VG8ZgVkGaG01_HDzVz9eSVYEjJCaS6U7PK0irIdXEdWsrDoWdaUEHfnNd3bZ_-gE5-fT5xSLovY.Yx3_3bBP-_kyhZRblaSFuyvMy8B9rolsrxynSm6l-Ig&dib_tag=se&keywords=portatiles&qid=1776766642&sr=8-10,627.96,679.0,7.52,2026-04-20 00:00:00,2026,4,20,True
"HP 15-fc0240ns - Ordenador portátil de 15.6"" FHD (AMD Ryzen 7-7730U, 32 GB RAM, 1TB SSD, AMD Radeon Graphics, Sin Sistema operativo) Plata - Teclado QWERTY Español","641,17€","699,00€",-8%,"4,3 de 5 estrellas",Amazon,2026-04-20 00:00,https://www.amazon.es/HP-15-fc0240ns-Ordenador-port%C3%A1til-operativo/dp/B0FCG33M6K/ref=sr_1_9?dib=eyJ2IjoiMSJ9.by3D93dYU1KLpq8sNlxrmBck2fPFEIisaMdVUQvRoWO7A0H9h3rdp0vxfhbuzBx-5joiV6qfdUL7BNO8_vtApTkivmLd3mt8SmjgeaCm4NFh3M_ScFz60zgBm1e23Jn3f5ltxjNodu4eQ7_-KXP6Y-zuYsWmZAhdjnToRLmuQDCONkxO8z6BUAFgvSYoOZFxZFws4ohb8Rczpzp0wLEKem9mxAK59JR5VG8ZgVkGaG01_HDzVz9eSVYEjJCaS6U7PK0irIdXEdWsrDoWdaUEHfnNd3bZ_-gE5-fT5xSLovY.Yx3_3bBP-_kyhZRblaSFuyvMy8B9rolsrxynSm6l-Ig&dib_tag=se&keywords=portatiles&qid=1776766642&sr=8-9,641.17,699.0,8.27,2026-04-20 00:00:00,2026,4,20,True
